,IMDb_ID,Title,Movie Series,Order,Genres,Year,IMDb Rating,Num Votes
633,tt0092991,Evil Dead II,The Evil Dead,2,"Comedy, Horror",1987,7.8,143463.0
634,tt0070047,The Exorcist,The Exorcist,1,Horror,1973,8.0,351436.0
635,tt0076009,Exorcist II: The Heretic,The Exorcist,2,Horror,1977,3.8,21114.0
636,tt0099528,The Exorcist III,The Exorcist,3,"Drama, Horror, Mystery",1990,6.4,24318.0
637,tt0204313,Exorcist: The Beginning,The Exorcist,4,"Horror, Mystery, Thriller",2004,5.2,32736.0
638,tt1320244,The Last Exorcism,The Exorcist,5,"Horror, Mystery, Thriller",2010,5.6,47238.0
639,tt1320253,The Expendables,The Expendables,1,"Action, Adventure, Thriller",2010,6.5,319344.0
640,tt1764651,The Expendables 2,The Expendables,2,"Action, Adventure, Thriller",2012,6.6,286945.0
641,tt0232500,The Fast and the Furious,The Fast and the Furious,1,"Action, Crime, Thriller",2001,6.8,338121.0
642,tt0322259,2 Fast 2 Furious,The Fast and the Furious,2,"Action, Crime, Thriller",2003,5.9,244653.0
643,tt0463985,The Fast and the Furious: Tokyo Drift,The Fast and the Furious,3,"Action, Crime, Thriller",2006,6.0,233991.0
644,tt1013752,Fast & Furious,The Fast and the Furious,4,"Action, Thriller",2009,6.6,255751.0
645,tt1596343,Fast Five,The Fast and the Furious,5,"Action, Adventure, Crime, Thriller",2011,7.3,344902.0
647,tt0091064,The Fly,The Fly,1,"Drama, Horror, Sci-Fi",1986,7.6,153907.0
648,tt0097368,The Fly II,The Fly,2,"Drama, Horror, Sci-Fi",1989,5.1,20765.0
650,tt0067116,The French Connection,The French Connection,1,"Action, Crime, Drama, Thriller",1971,7.7,106133.0
651,tt0073018,French Connection II,The French Connection,2,"Action, Crime, Drama, Thriller",1975,6.8,16176.0
653,tt0068646,The Godfather,The Godfather,1,"Crime, Drama",1972,9.2,1554770.0
654,tt0071562,The Godfather: Part II,The Godfather,2,"Crime, Drama",1974,9.0,1086630.0
655,tt0099674,The Godfather: Part III,The Godfather,3,"Crime, Drama",1990,7.6,346855.0
656,tt0391198,The Grudge,The Grudge,1,"Horror, Mystery, Thriller",2004,5.9,136571.0
657,tt0433386,The Grudge 2,The Grudge,2,"Horror, Thriller",2006,5.1,46385.0
658,tt1053859,The Grudge 3,The Grudge,3,"Horror, Mystery, Thriller",2009,4.7,16934.0
659,tt1119646,The Hangover,The Hangover,1,Comedy,2009,7.7,701241.0
660,tt1411697,The Hangover Part II,The Hangover,2,Comedy,2011,6.4,453132.0
661,tt1951261,The Hangover Part III,The Hangover,3,"Comedy, Crime",2013,5.8,285972.0
662,tt0077681,The Hills Have Eyes,The Hills Have Eyes,1,"Horror, Thriller",1977,6.3,28654.0
663,tt0089274,The Hills Have Eyes Part II,The Hills Have Eyes,2,"Horror, Thriller",1984,3.8,5465.0
664,tt0454841,The Hills Have Eyes,The Hills Have Eyes,3,"Horror, Thriller",2006,6.4,155015.0
665,tt0800069,The Hills Have Eyes II,The Hills Have Eyes,4,"Horror, Thriller",2007,5.1,59541.0
666,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit,1,"Adventure, Family, Fantasy",2012,7.8,742530.0
667,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit,2,"Adventure, Fantasy",2013,7.8,587530.0
668,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit,3,"Adventure, Fantasy",2014,7.4,460835.0
669,tt1392170,The Hunger Games,The Hunger Games,1,"Action, Adventure, Sci-Fi, Thriller",2012,7.2,825301.0
670,tt1951264,The Hunger Games: Catching Fire,The Hunger Games,2,"Action, Adventure, Mystery, Sci-Fi, Thriller",2013,7.5,599210.0
671,tt1951265,The Hunger Games: Mockingjay - Part 1,The Hunger Games,3,"Action, Adventure, Sci-Fi, Thriller",2014,6.6,400984.0
672,tt1951266,The Hunger Games: Mockingjay - Part 2,The Hunger Games,4,"Action, Adventure, Sci-Fi, Thriller",2015,6.5,273988.0
674,tt0286716,Hulk,The Incredible Hulk,1,"Action, Sci-Fi",2003,5.6,247524.0
675,tt0800080,The Incredible Hulk,The Incredible Hulk,2,"Action, Adventure, Sci-Fi",2008,6.7,423277.0
676,tt0317705,The Incredibles,The Incredibles,1,"Animation, Action, Adventure, Family",2004,8.0,637897.0
677,tt3606756,Incredibles 2,The Incredibles,2,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",2018,7.6,235295.0
679,tt0087538,The Karate Kid,The Karate Kid,1,"Action, Drama, Family, Sport",1984,7.2,167343.0
680,tt0091326,The Karate Kid Part II,The Karate Kid,2,"Action, Family, Romance, Sport",1986,6.0,69678.0
681,tt0097647,The Karate Kid Part III,The Karate Kid,3,"Action, Drama, Family, Sport",1989,5.2,46881.0
682,tt1155076,The Karate Kid,The Karate Kid,4,"Action, Drama, Family, Sport",2010,6.2,155867.0
684,tt1490017,The Lego Movie,The Lego Movie,1,"Animation, Action, Adventure, Comedy, Family, Fantasy",2014,7.7,317470.0
685,tt3513498,The Lego Movie 2: The Second Part,The Lego Movie,2,"Animation, Action, Adventure, Comedy, Family, Fantasy, Musical",2019,6.6,50025.0
688,tt0120737,The Lord of the Rings: The Fellowship of the Ring,The Lord of the Rings,1,"Action, Adventure, Drama, Fantasy",2001,8.8,1605080.0
689,tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings,2,"Adventure, Drama, Fantasy",2002,8.7,1437282.0
690,tt0167260,The Lord of the Rings: The Return of the King,The Lord of the Rings,3,"Adventure, Drama, Fantasy",2003,8.9,1590756.0
692,tt0110475,The Mask,The Mask,1,"Action, Comedy, Crime, Fantasy",1994,6.9,334472.0
693,tt0362165,Son of the Mask,The Mask,2,"Comedy, Family, Fantasy",2005,2.2,51274.0
694,tt0120746,The Mask of Zorro,The Mask of Zorro,1,"Action, Adventure, Comedy, Romance, Thriller, Western",1998,6.7,164803.0
695,tt0386140,The Legend of Zorro,The Mask of Zorro,2,"Action, Adventure, Romance, Thriller, Western",2005,6.0,90651.0
696,tt0133093,The Matrix,The Matrix,1,"Action, Sci-Fi",1999,8.7,1615984.0
697,tt0234215,The Matrix Reloaded,The Matrix,2,"Action, Sci-Fi",2003,7.2,502256.0
698,tt0242653,The Matrix Revolutions,The Matrix,3,"Action, Sci-Fi",2003,6.8,436223.0
699,tt0472399,The Mechanic,The Mechanic,1,"Action, Thriller",2011,6.6,147560.0
700,tt3522806,Mechanic: Resurrection,The Mechanic,2,"Action, Adventure, Thriller",2016,5.7,73469.0
701,tt0120616,The Mummy,The Mummy,1,"Action, Adventure, Fantasy",1999,7.0,381699.0
702,tt0209163,The Mummy Returns,The Mummy,2,"Action, Adventure, Fantasy, Thriller",2001,6.3,294785.0
703,tt0859163,The Mummy: Tomb of the Dragon Emperor,The Mummy,3,"Action, Adventure, Fantasy, Horror, Thriller",2008,5.2,147654.0
704,tt0079588,The Muppet Movie,The Muppets,1,"Adventure, Comedy, Family, Musical",1979,7.6,31499.0
705,tt0082474,The Great Muppet Caper,The Muppets,2,"Adventure, Comedy, Crime, Family, Musical, Mystery",1981,7.2,13158.0
706,tt0087755,The Muppets Take Manhattan,The Muppets,3,"Adventure, Comedy, Drama, Family, Musical, Romance",1984,6.9,18870.0
707,tt0158811,Muppets from Space,The Muppets,4,"Adventure, Comedy, Family, Fantasy, Sci-Fi",1999,6.3,17581.0
708,tt1204342,The Muppets,The Muppets,5,"Adventure, Comedy, Family, Musical",2011,7.1,85557.0
709,tt2281587,Muppets Most Wanted,The Muppets,6,"Adventure, Comedy, Crime, Family, Musical, Mystery",2014,6.4,30617.0
710,tt0095705,The Naked Gun: From the Files of Police Squad!,The Naked Gun,1,"Comedy, Crime",1988,7.6,146140.0
711,tt0102510,The Naked Gun 2Â½: The Smell of Fear,The Naked Gun,2,"Comedy, Crime",1991,6.9,102129.0
712,tt0110622,Naked Gun 33 1/3: The Final Insult,The Naked Gun,3,"Comedy, Crime",1994,6.5,94104.0
714,tt0117218,The Nutty Professor,The Nutty Professor,1,"Comedy, Romance, Sci-Fi",1996,5.6,107168.0
715,tt0144528,Nutty Professor II: The Klumps,The Nutty Professor,2,"Comedy, Romance, Sci-Fi",2000,4.4,47389.0
718,tt0383216,The Pink Panther,The Pink Panther,1,"Adventure, Comedy, Crime, Family, Mystery",2006,5.7,79636.0
719,tt0838232,The Pink Panther 2,The Pink Panther,2,"Action, Adventure, Comedy, Crime, Family, Mystery",2009,5.6,41396.0
721,tt0247638,The Princess Diaries,The Princess Diaries,1,"Comedy, Family, Romance",2001,6.3,123843.0
722,tt0368933,The Princess Diaries 2: Royal Engagement,The Princess Diaries,2,"Comedy, Family, Romance",2004,5.8,71755.0
724,tt0330793,The Punisher,The Punisher,1,"Action, Crime, Drama, Thriller",2004,6.4,147001.0
725,tt0450314,Punisher: War Zone,The Punisher,2,"Action, Crime, Drama, Thriller",2008,5.9,59251.0
726,tt2184339,The Purge,The Purge,1,"Horror, Thriller",2013,5.7,196775.0
727,tt2975578,The Purge: Anarchy,The Purge,2,"Action, Horror, Sci-Fi, Thriller",2014,6.4,133447.0
728,tt4094724,The Purge: Election Year,The Purge,3,"Action, Horror, Sci-Fi, Thriller",2016,6.0,86811.0
729,tt0298130,The Ring,The Ring,1,"Horror, Mystery",2002,7.1,312738.0
730,tt0377109,The Ring Two,The Ring,2,"Horror, Mystery",2005,5.4,89700.0
731,tt0111070,The Santa Clause,The Santa Clause,1,"Comedy, Drama, Family, Fantasy",1994,6.5,91742.0
732,tt0304669,The Santa Clause 2,The Santa Clause,2,"Comedy, Family, Fantasy",2002,5.6,48106.0
733,tt0452681,The Santa Clause 3: The Escape Clause,The Santa Clause,3,"Adventure, Comedy, Family, Fantasy",2006,4.7,31455.0
736,tt2709768,The Secret Life of Pets,The Secret Life of Pets,1,"Animation, Adventure, Comedy, Family",2016,6.5,177699.0
737,tt5113040,The Secret Life of Pets 2,The Secret Life of Pets,2,"Animation, Adventure, Comedy, Family",2019,6.5,44430.0
740,tt0403508,The Sisterhood of the Traveling Pants,The Sisterhood of the Traveling Pants,1,"Comedy, Drama, Romance",2005,6.5,52752.0
741,tt1018785,The Sisterhood of the Traveling Pants 2,The Sisterhood of the Traveling Pants,2,"Comedy, Drama, Romance",2008,6.2,26476.0
743,tt0092076,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre,1,"Comedy, Horror",1986,5.6,26581.0
744,tt0110978,The Return of the Texas Chainsaw Massacre,The Texas Chainsaw Massacre,2,"Comedy, Horror, Thriller",1995,3.3,19317.0
745,tt0324216,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,3,Horror,2003,6.2,127338.0
746,tt0420294,The Texas Chainsaw Massacre: The Beginning,The Texas Chainsaw Massacre,4,"Horror, Thriller",2006,5.8,66481.0
747,tt0293662,The Transporter,The Transporter,1,"Action, Crime, Thriller",2002,6.8,279695.0
748,tt0388482,Transporter 2,The Transporter,2,"Action, Thriller",2005,6.3,187588.0
749,tt1129442,Transporter 3,The Transporter,3,"Action, Thriller",2008,6.1,154235.0
750,tt1740047,The Trip,The Trip,1,"Comedy, Drama",2010,7.0,20928.0
751,tt2967006,The Trip to Italy,The Trip,2,"Comedy, Drama",2014,6.6,14473.0
752,tt0425430,The Messengers,The Twilight Saga,1,"Horror, Thriller",2007,5.4,37590.0
753,tt1099212,Twilight,The Twilight Saga,2,"Drama, Fantasy, Romance",2008,5.2,412639.0
754,tt1259571,The Twilight Saga: New Moon,The Twilight Saga,3,"Adventure, Drama, Fantasy, Romance",2009,4.7,258534.0
755,tt1325004,The Twilight Saga: Eclipse,The Twilight Saga,4,"Adventure, Drama, Fantasy, Romance",2010,5.0,221171.0
756,tt1324999,The Twilight Saga: Breaking Dawn - Part 1,The Twilight Saga,5,"Adventure, Drama, Fantasy, Romance, Thriller",2011,4.9,217488.0
757,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga,6,"Adventure, Drama, Fantasy, Romance",2012,5.5,224470.0
761,tt1596365,The Woman in Black,The Woman in Black,1,"Drama, Fantasy, Horror, Thriller",2012,6.4,171010.0
762,tt2339741,The Woman in Black 2: Angel of Death,The Woman in Black,2,"Drama, Horror, Thriller",2014,4.8,25921.0
763,tt0120902,The X Files,The X Files,1,"Drama, Mystery, Sci-Fi, Thriller",1998,7.0,98937.0
764,tt0443701,The X Files: I Want to Believe,The X Files,2,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",2008,5.9,87598.0
765,tt1621045,Think Like a Man,Think Like a Man,1,"Comedy, Romance",2012,6.6,42779.0
766,tt2239832,Think Like a Man Too,Think Like a Man,2,"Comedy, Romance",2014,5.8,19386.0
767,tt0800369,Thor,Thor,1,"Action, Adventure, Fantasy",2011,7.0,725475.0
768,tt1981115,Thor: The Dark World,Thor,2,"Action, Adventure, Fantasy",2013,6.9,577316.0
769,tt3501632,Thor: Ragnarok,Thor,3,"Action, Adventure, Comedy, Fantasy, Sci-Fi",2017,7.9,555513.0
770,tt0114709,Toy Story,Toy Story,1,"Animation, Adventure, Comedy, Family, Fantasy",1995,8.3,856380.0
771,tt0120363,Toy Story 2,Toy Story,2,"Animation, Adventure, Comedy, Family, Fantasy",1999,7.9,510249.0
772,tt0435761,Toy Story 3,Toy Story,3,"Animation, Adventure, Comedy, Family, Fantasy",2010,8.3,733535.0
773,tt1979376,Toy Story 4,Toy Story,4,"Animation, Adventure, Comedy, Family, Fantasy",2019,7.8,182722.0
774,tt0117951,Trainspotting,Trainspotting,1,Drama,1996,8.1,619008.0
775,tt2763304,T2 Trainspotting,Trainspotting,2,Drama,2017,7.2,108085.0
776,tt0418279,Transformers,Transformers,1,"Action, Adventure, Sci-Fi",2007,7.0,586248.0
777,tt1055369,Transformers: Revenge of the Fallen,Transformers,2,"Action, Adventure, Sci-Fi",2009,6.0,377366.0
778,tt1399103,Transformers: Dark of the Moon,Transformers,3,"Action, Adventure, Sci-Fi",2011,6.2,378156.0
779,tt2109248,Transformers: Age of Extinction,Transformers,4,"Action, Adventure, Sci-Fi",2014,5.6,293205.0
780,tt3371366,Transformers: The Last Knight,Transformers,5,"Action, Adventure, Sci-Fi",2017,5.2,130601.0
782,tt0108394,Trois couleurs: Bleu,Trois couleurs,1,"Drama, Music, Mystery, Romance",1993,7.9,85092.0
783,tt0111507,Trois couleurs: Blanc,Trois couleurs,2,"Comedy, Drama, Romance",1994,7.6,60861.0
784,tt0111495,Trois couleurs: Rouge,Trois couleurs,3,"Drama, Mystery, Romance",1994,8.1,86464.0
785,tt0861739,Tropa de Elite,Tropa de Elite,1,"Action, Crime, Drama, Thriller",2007,8.1,95858.0
786,tt1555149,Tropa de Elite 2: O Inimigo Agora Ã© Outro,Tropa de Elite,2,"Action, Crime, Drama, Thriller",2010,8.0,77724.0
787,tt0120390,Turbulence,Turbulence,1,"Action, Thriller",1997,4.9,10452.0
788,tt0192701,Turbulence 2: Fear of Flying,Turbulence,2,"Action, Thriller",1999,4.2,2032.0
791,tt0105690,Under Siege,Under Siege,1,"Action, Thriller",1992,6.5,74283.0
792,tt0114781,Under Siege 2: Dark Territory,Under Siege,2,"Action, Thriller",1995,5.5,42803.0
793,tt0320691,Underworld,Underworld,1,"Action, Fantasy, Thriller",2003,7.0,247910.0
794,tt0401855,Underworld: Evolution,Underworld,2,"Action, Fantasy, Thriller",2006,6.7,186377.0
795,tt0834001,Underworld: Rise of the Lycans,Underworld,3,"Action, Fantasy",2009,6.6,147970.0
796,tt1496025,Underworld Awakening,Underworld,4,"Action, Fantasy, Horror",2012,6.4,143228.0
798,tt0105698,Universal Soldier,Universal Soldier,1,"Action, Sci-Fi",1992,6.0,80793.0
799,tt0176269,Universal Soldier: The Return,Universal Soldier,2,"Action, Sci-Fi",1999,4.2,27365.0
800,tt1288403,Universal Soldier: Regeneration,Universal Soldier,3,"Action, Adventure, Sci-Fi",2009,5.2,24329.0
801,tt1659343,Universal Soldier: Day of Reckoning,Universal Soldier,4,"Action, Horror, Mystery, Sci-Fi, Thriller",2012,5.0,18891.0
802,tt0146336,Urban Legend,Urban Legend,1,"Horror, Mystery, Thriller",1998,5.6,57873.0
803,tt0192731,Urban Legends: Final Cut,Urban Legend,2,"Horror, Mystery, Thriller",2000,4.3,15619.0
804,tt0452702,Vacancy,Vacancy,1,"Horror, Thriller",2007,6.2,92435.0
805,tt1204979,Vacancy 2: The First Cut,Vacancy,2,"Horror, Thriller",2008,5.0,7056.0
806,tt0070895,Walking Tall,Walking Tall,1,"Action, Biography, Crime, Drama, Thriller",1973,7.0,4864.0
807,tt0073880,Walking Tall Part II,Walking Tall,2,"Action, Biography, Crime, Drama, Thriller",1975,6.2,1097.0
808,tt0076028,Final Chapter: Walking Tall,Walking Tall,3,"Action, Crime, Drama",1977,5.9,824.0
809,tt0351977,Walking Tall,Walking Tall,4,"Action, Crime",2004,6.3,69091.0
810,tt0094291,Wall Street,Wall Street,1,"Crime, Drama",1987,7.4,139775.0
811,tt1027718,Wall Street: Money Never Sleeps,Wall Street,2,Drama,2010,6.2,96402.0
813,tt0105793,Wayne's World,Wayne's World,1,"Comedy, Music",1992,7.0,140058.0
814,tt0108525,Wayne's World 2,Wayne's World,2,"Comedy, Music",1993,6.2,75234.0
816,tt0375210,White Noise,White Noise,1,"Drama, Horror, Mystery, Thriller",2005,5.5,46497.0
817,tt0496436,White Noise 2: The Light,White Noise,2,"Drama, Fantasy, Horror, Thriller",2007,5.7,12496.0
821,tt1772341,Wreck-It Ralph,Wreck-It Ralph,1,"Animation, Adventure, Comedy, Family, Fantasy",2012,7.7,368311.0
822,tt5848272,Ralph Breaks the Internet,Wreck-It Ralph,2,"Animation, Adventure, Comedy, Family, Fantasy",2018,7.1,120919.0
824,tt0120903,X-Men,X-Men,1,"Action, Adventure, Sci-Fi",2000,7.4,558544.0
825,tt0290334,X2,X-Men,2,"Action, Sci-Fi, Thriller",2003,7.4,501095.0
826,tt0376994,X-Men: The Last Stand,X-Men,3,"Action, Adventure, Sci-Fi",2006,6.7,472674.0
827,tt0458525,X-Men Origins: Wolverine,X-Men,4,"Action, Adventure, Sci-Fi",2009,6.6,456887.0
828,tt1270798,X: First Class,X-Men,5,"Action, Adventure, Sci-Fi",2011,7.7,633383.0
829,tt1430132,The Wolverine,X-Men,6,"Action, Adventure, Sci-Fi",2013,6.7,419703.0
830,tt1877832,X-Men: Days of Future Past,X-Men,7,"Action, Adventure, Sci-Fi, Thriller",2014,8.0,646472.0
831,tt0096487,Young Guns,Young Guns,1,"Action, Western",1988,6.9,52874.0
832,tt0100994,Young Guns II,Young Guns,2,"Action, Western",1990,6.5,30090.0
833,tt1156398,Zombieland,Zombieland,1,"Adventure, Comedy, Fantasy, Sci-Fi",2009,7.6,506393.0
834,tt1560220,Zombieland: Double Tap,Zombieland,2,"Action, Comedy, Horror",2019,6.7,113335.0
835,tt0196229,Zoolander,Zoolander,1,Comedy,2001,6.5,241035.0
836,tt1608290,Zoolander 2,Zoolander,2,"Action, Adventure, Comedy, Mystery, Romance",2016,4.7,63097.0
837,tt1038988,[Rec],[Rec],1,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",2007,7.4,160946.0
838,tt1245112,[Rec]Â²,[Rec],2,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",2009,6.5,67100.0
839,tt1649444,[Rec]Â³: GÃ©nesis,[Rec],3,"Action, Comedy, Horror, Romance, Sci-Fi, Thriller",2012,5.0,32388.0
840,tt1649443,[REC] 4: Apocalipsis,[Rec],4,"Action, Adventure, Fantasy, Horror, Sci-Fi, Thriller",2014,5.3,15599.0
841,tt0295701,xXx,xXx,1,"Action, Adventure, Thriller",2002,5.9,170874.0
842,tt0329774,xXx: State of the Union,xXx,2,"Action, Adventure, Crime, Sci-Fi, Thriller",2005,4.4,66166.0
